order_date,region,regional_manager,total_sales,total_profit,total_cogs,total_units,orders,profit_margin
2022-04-22,West,Sasha Ellington,441.57,159.29,282.29,17,4,0.3607
2022-04-23,Central,Neelam Nilam,258.7,64.67,194.02,3,1,0.25
2022-04-23,West,Sasha Ellington,1348.4,153.8,1194.59,12,4,0.1141
2022-04-24,East,Rylee Sasa,108.42,-37.95,146.36,7,3,-0.35
2022-04-25,East,Rylee Sasa,434.65,62.78,371.86,3,1,0.1444
2022-04-27,Central,Neelam Nilam,415.63,15.42,400.23,9,3,0.0371
2022-04-27,West,Sasha Ellington,71.04,12.55,58.5,5,2,0.1767
2022-04-29,Central,Neelam Nilam,22.61,-10.17,32.78,3,1,-0.4498
2022-04-29,East,Rylee Sasa,7.71,2.8,4.92,2,1,0.3632
2022-04-29,West,Sasha Ellington,111.89,22.38,89.51,7,1,0.2
2022-04-30,South,Sam Abioye,517.86,-75.25,593.11,13,6,-0.1453
2022-05-01,Central,Neelam Nilam,489.74,-109.82,599.57,15,5,-0.2242
2022-05-01,East,Rylee Sasa,421.34,156.23,265.1,18,6,0.3708
2022-05-01,South,Sam Abioye,187.06,11.69,175.37,9,1,0.0625
2022-05-02,Central,Neelam Nilam,55.97,-72.16,128.13,11,3,-1.2893
2022-05-02,East,Rylee Sasa,1043.05,-237.29,1280.32,20,6,-0.2275
2022-05-04,South,Sam Abioye,380.94,96.38,284.56,18,5,0.253
2022-05-04,West,Sasha Ellington,2320.35,352.92,1967.42,22,7,0.1521
2022-05-05,Central,Neelam Nilam,83.87,6.69,77.18,5,3,0.0798
2022-05-05,East,Rylee Sasa,111.5,28.83,82.67,11,3,0.2586
2022-05-05,West,Sasha Ellington,41.6,14.14,27.46,4,1,0.3399
2022-05-06,East,Rylee Sasa,4835.97,1322.14,3513.85,32,6,0.2734
2022-05-07,East,Rylee Sasa,1322.31,146.62,1175.69,13,6,0.1109
2022-05-07,West,Sasha Ellington,17.94,8.07,9.87,3,1,0.4498
2022-05-08,Central,Neelam Nilam,1032.93,-44.14,1077.05,24,6,-0.0427
2022-05-08,East,Rylee Sasa,96.7,16.86,79.84,11,3,0.1744
2022-05-08,South,Sam Abioye,27.86,9.19,18.67,7,1,0.3299
2022-05-08,West,Sasha Ellington,126.02,27.58,98.44,6,2,0.2189
2022-05-09,Central,Neelam Nilam,7.07,2.39,4.69,2,1,0.338
2022-05-09,East,Rylee Sasa,743.99,-124.0,867.99,2,1,-0.1667
2022-05-09,West,Sasha Ellington,11.96,5.86,6.1,2,1,0.49
2022-05-10,West,Sasha Ellington,5.98,2.69,3.29,1,1,0.4498
2022-05-11,East,Rylee Sasa,724.35,288.19,436.16,9,3,0.3979
2022-05-11,South,Sam Abioye,10.96,2.96,8.0,4,1,0.2701
2022-05-11,West,Sasha Ellington,183.57,76.04,107.53,12,3,0.4142
2022-05-13,East,Rylee Sasa,79.38,29.77,49.62,1,1,0.375
2022-05-13,South,Sam Abioye,191.01,-37.61,228.63,29,7,-0.1969
2022-05-13,West,Sasha Ellington,185.53,48.7,136.83,7,1,0.2625
2022-05-14,East,Rylee Sasa,29.01,10.0,19.01,7,2,0.3447
2022-05-14,South,Sam Abioye,619.9,263.3,356.6,19,4,0.4247
2022-05-15,East,Rylee Sasa,552.56,0.0,552.56,4,1,0.0
2022-05-15,West,Sasha Ellington,327.9,41.61,286.29,16,3,0.1269
2022-05-16,Central,Neelam Nilam,63.93,-2.93,66.86,15,4,-0.0458
2022-05-16,East,Rylee Sasa,253.03,43.09,209.94,13,3,0.1703
2022-05-16,South,Sam Abioye,29.97,-23.77,53.75,8,2,-0.7931
2022-05-17,West,Sasha Ellington,122.22,34.86,87.36,6,2,0.2852
2022-05-18,Central,Neelam Nilam,21.4,6.21,15.19,5,1,0.2902
2022-05-18,East,Rylee Sasa,821.22,112.78,708.44,26,5,0.1373
2022-05-18,South,Sam Abioye,641.96,179.75,462.21,2,1,0.28
2022-05-18,West,Sasha Ellington,97.42,27.07,70.35,9,2,0.2779
2022-05-19,South,Sam Abioye,1366.65,83.0,1283.65,7,2,0.0607
2022-05-19,West,Sasha Ellington,1105.26,245.29,859.96,16,3,0.2219
2022-05-20,Central,Neelam Nilam,88.42,21.87,66.54,14,3,0.2473
2022-05-20,East,Rylee Sasa,111.96,54.86,57.1,2,1,0.49
2022-05-20,West,Sasha Ellington,2517.84,194.49,2323.35,15,3,0.0772
2022-05-21,East,Rylee Sasa,1562.09,356.81,1205.27,24,6,0.2284
2022-05-21,South,Sam Abioye,14.73,7.22,7.51,3,1,0.4902
2022-05-21,West,Sasha Ellington,222.38,22.24,200.15,2,1,0.1
2022-05-22,Central,Neelam Nilam,1979.93,148.49,1831.43,9,1,0.075
2022-05-22,East,Rylee Sasa,8539.02,1094.95,7444.07,10,4,0.1282
2022-05-22,South,Sam Abioye,4.98,2.44,2.54,1,1,0.49
2022-05-22,West,Sasha Ellington,37.05,16.3,20.75,3,1,0.4399
2022-05-23,East,Rylee Sasa,16.66,3.33,13.32,3,1,0.1999
2022-05-23,South,Sam Abioye,261.1,112.13,148.98,9,2,0.4295
2022-05-24,South,Sam Abioye,1311.97,167.65,1144.32,15,3,0.1278
2022-05-25,Central,Neelam Nilam,504.08,-75.84,579.92,14,5,-0.1505
2022-05-25,East,Rylee Sasa,119.5,43.68,75.81,13,6,0.3655
2022-05-25,South,Sam Abioye,232.62,25.83,206.79,8,2,0.111
2022-05-25,West,Sasha Ellington,1119.15,76.95,1042.2,23,5,0.0688
2022-05-26,Central,Neelam Nilam,5291.7,983.4,4308.29,25,6,0.1858
2022-05-26,West,Sasha Ellington,13.38,6.15,7.23,2,1,0.4596
2022-05-27,Central,Neelam Nilam,286.4,25.06,261.34,1,1,0.0875
2022-05-27,East,Rylee Sasa,54.9,15.37,39.53,5,1,0.28
2022-05-27,South,Sam Abioye,638.34,45.24,593.11,27,3,0.0709
2022-05-27,West,Sasha Ellington,1157.68,219.88,937.8,23,5,0.1899
2022-05-28,South,Sam Abioye,1063.19,292.0,771.18,18,5,0.2746
2022-05-29,Central,Neelam Nilam,1586.53,528.32,1058.21,43,10,0.333
2022-05-29,East,Rylee Sasa,963.91,79.29,884.62,7,2,0.0823
2022-05-29,South,Sam Abioye,4459.11,1106.94,3352.18,35,6,0.2482
2022-05-29,West,Sasha Ellington,1081.03,63.46,1017.57,24,7,0.0587
2022-05-30,Central,Neelam Nilam,252.01,-40.72,292.71,12,4,-0.1616
2022-05-30,East,Rylee Sasa,186.85,90.37,96.48,9,2,0.4836
2022-06-01,East,Rylee Sasa,64.78,-12.96,77.74,1,1,-0.2001
2022-06-01,West,Sasha Ellington,93.06,36.53,56.53,18,3,0.3925
2022-06-02,West,Sasha Ellington,71.09,-1.78,72.87,2,1,-0.025
2022-06-03,Central,Neelam Nilam,677.95,-462.96,1140.89,25,7,-0.6829
2022-06-03,East,Rylee Sasa,1562.69,397.39,1165.3,11,4,0.2543
2022-06-03,South,Sam Abioye,75.88,35.66,40.22,2,1,0.47
2022-06-04,East,Rylee Sasa,518.65,82.65,436.0,14,5,0.1594
2022-06-04,West,Sasha Ellington,141.17,38.68,102.49,16,3,0.274
2022-06-05,Central,Neelam Nilam,328.22,28.72,299.5,4,1,0.0875
2022-06-05,East,Rylee Sasa,1368.78,290.66,1078.12,14,4,0.2123
2022-06-05,South,Sam Abioye,678.87,280.8,398.07,23,7,0.4136
2022-06-05,West,Sasha Ellington,3650.44,449.28,3201.15,26,5,0.1231
2022-06-06,East,Rylee Sasa,42.05,19.05,23.0,11,2,0.453
2022-06-06,West,Sasha Ellington,9.51,3.87,5.64,2,2,0.4069
2022-06-08,Central,Neelam Nilam,692.94,173.24,519.71,3,1,0.25
2022-06-08,South,Sam Abioye,695.7,-27.83,723.53,2,1,-0.04
2022-06-08,West,Sasha Ellington,299.83,33.73,266.1,6,2,0.1125
2022-06-09,East,Rylee Sasa,23.62,7.97,15.65,8,1,0.3374
2022-06-09,West,Sasha Ellington,1388.78,-191.56,1580.34,11,3,-0.1379
2022-06-10,Central,Neelam Nilam,22.15,-24.89,47.05,15,3,-1.1237
2022-06-10,East,Rylee Sasa,239.97,71.99,167.98,3,1,0.3
2022-06-10,West,Sasha Ellington,1361.28,190.85,1170.43,22,4,0.1402
2022-06-11,Central,Neelam Nilam,1891.19,-105.85,1997.03,45,10,-0.056
2022-06-11,East,Rylee Sasa,633.0,227.38,405.62,35,7,0.3592
2022-06-11,South,Sam Abioye,224.9,64.24,160.66,4,2,0.2856
2022-06-11,West,Sasha Ellington,213.46,96.74,116.72,10,3,0.4532
2022-06-12,Central,Neelam Nilam,396.87,103.18,293.69,6,2,0.26
2022-06-12,East,Rylee Sasa,33.57,11.75,21.82,2,1,0.35
2022-06-13,East,Rylee Sasa,337.18,-118.01,455.19,2,1,-0.35
2022-06-13,South,Sam Abioye,58.4,-24.31,82.72,6,2,-0.4163
2022-06-13,West,Sasha Ellington,3061.53,468.96,2592.57,30,7,0.1532
2022-06-14,Central,Neelam Nilam,173.49,54.22,119.27,7,1,0.3125
2022-06-15,East,Rylee Sasa,9.45,4.54,4.91,3,1,0.4804
2022-06-15,South,Sam Abioye,91.48,-1.83,93.3,1,1,-0.02
2022-06-15,West,Sasha Ellington,46.35,21.78,24.57,5,1,0.4699
2022-06-16,East,Rylee Sasa,1657.47,48.8,1608.66,39,12,0.0294
2022-06-16,West,Sasha Ellington,1343.46,228.51,1114.94,21,6,0.1701
2022-06-17,Central,Neelam Nilam,76.86,26.9,49.96,2,1,0.35
2022-06-17,East,Rylee Sasa,465.08,89.0,376.07,7,3,0.1914
2022-06-18,West,Sasha Ellington,17.12,8.05,9.07,2,1,0.4702
2022-06-19,Central,Neelam Nilam,170.93,54.22,116.71,10,4,0.3172
2022-06-19,East,Rylee Sasa,604.83,43.49,561.34,24,6,0.0719
2022-06-19,West,Sasha Ellington,453.8,56.16,397.64,25,7,0.1238
2022-06-20,Central,Neelam Nilam,0.84,-1.34,2.17,1,1,-1.5952
2022-06-20,East,Rylee Sasa,576.27,29.1,547.17,13,3,0.0505
2022-06-22,East,Rylee Sasa,1477.16,203.11,1274.05,33,7,0.1375
2022-06-22,West,Sasha Ellington,997.93,142.0,855.93,15,4,0.1423
2022-06-23,Central,Neelam Nilam,449.62,103.85,345.77,11,2,0.231
2022-06-23,West,Sasha Ellington,4861.33,616.84,4244.49,12,4,0.1269
2022-06-24,Central,Neelam Nilam,117.96,-32.26,150.22,4,2,-0.2735
2022-06-24,East,Rylee Sasa,714.5,-96.89,811.39,13,3,-0.1356
2022-06-24,West,Sasha Ellington,60.81,17.03,43.78,3,1,0.2801
2022-06-25,Central,Neelam Nilam,566.89,233.04,333.84,19,5,0.4111
2022-06-25,East,Rylee Sasa,932.52,123.82,808.71,25,6,0.1328
2022-06-25,South,Sam Abioye,135.95,39.43,96.52,1,1,0.29
2022-06-25,West,Sasha Ellington,284.24,32.58,251.66,12,4,0.1146
2022-06-26,Central,Neelam Nilam,577.12,4.47,572.66,10,2,0.0077
2022-06-26,West,Sasha Ellington,201.58,12.6,188.99,2,1,0.0625
2022-06-27,Central,Neelam Nilam,359.98,36.0,323.98,3,1,0.1
2022-06-27,East,Rylee Sasa,475.86,175.73,300.13,12,5,0.3693
2022-06-27,West,Sasha Ellington,41.32,14.56,26.76,5,2,0.3524
2022-06-28,South,Sam Abioye,191.88,19.19,172.69,6,1,0.1
2022-06-29,Central,Neelam Nilam,50.12,-0.63,50.75,7,1,-0.0126
2022-06-29,South,Sam Abioye,1302.83,301.09,1001.74,10,2,0.2311
2022-06-30,East,Rylee Sasa,136.43,53.99,82.44,13,3,0.3957
2022-06-30,South,Sam Abioye,85.5,40.75,44.75,6,3,0.4766
2022-06-30,West,Sasha Ellington,1502.45,450.89,1051.56,6,2,0.3001
2022-07-01,Central,Neelam Nilam,569.9,14.52,555.39,13,2,0.0255
2022-07-01,South,Sam Abioye,7.7,3.16,4.54,2,1,0.4104
2022-07-01,West,Sasha Ellington,195.18,19.52,175.67,1,1,0.1
2022-07-02,East,Rylee Sasa,830.78,236.65,594.14,12,2,0.2849
2022-07-02,West,Sasha Ellington,16.92,6.3,10.62,4,2,0.3723
2022-07-03,West,Sasha Ellington,1651.31,293.21,1358.1,27,7,0.1776
2022-07-06,Central,Neelam Nilam,339.98,-33.09,373.07,20,4,-0.0973
2022-07-06,East,Rylee Sasa,85.21,-22.33,107.54,13,4,-0.2621
2022-07-06,South,Sam Abioye,45.58,5.13,40.46,7,1,0.1125
2022-07-06,West,Sasha Ellington,3411.46,1058.27,2353.19,19,6,0.3102
2022-07-07,Central,Neelam Nilam,911.26,111.53,799.73,12,2,0.1224
2022-07-07,East,Rylee Sasa,12.96,6.22,6.74,2,1,0.4799
2022-07-07,South,Sam Abioye,839.94,56.5,783.45,7,2,0.0673
2022-07-07,West,Sasha Ellington,852.36,69.36,782.99,20,6,0.0814
2022-07-08,East,Rylee Sasa,573.29,87.41,485.87,6,2,0.1525
2022-07-09,Central,Neelam Nilam,492.28,-16.45,508.73,7,2,-0.0334
2022-07-09,East,Rylee Sasa,341.99,-319.19,661.18,3,1,-0.9333
2022-07-09,West,Sasha Ellington,61.63,-34.41,96.04,8,2,-0.5583
2022-07-11,West,Sasha Ellington,95.76,7.18,88.58,6,1,0.075
2022-07-13,Central,Neelam Nilam,639.78,132.18,507.6,12,2,0.2066
2022-07-13,East,Rylee Sasa,719.36,67.99,651.38,37,9,0.0945
2022-07-13,South,Sam Abioye,117.15,39.89,77.27,8,3,0.3405
2022-07-13,West,Sasha Ellington,673.66,110.7,562.97,22,4,0.1643
2022-07-14,West,Sasha Ellington,380.2,69.75,310.45,13,3,0.1835
2022-07-15,Central,Neelam Nilam,66.79,6.16,60.63,9,3,0.0922
2022-07-15,East,Rylee Sasa,644.2,-143.42,787.62,9,3,-0.2226
2022-07-15,South,Sam Abioye,199.18,71.73,127.45,26,6,0.3601
2022-07-16,Central,Neelam Nilam,589.52,91.82,497.7,16,5,0.1558
2022-07-16,East,Rylee Sasa,861.08,366.55,494.53,8,4,0.4257
2022-07-16,West,Sasha Ellington,734.28,167.3,566.98,27,8,0.2278
2022-07-17,Central,Neelam Nilam,15.58,3.31,12.27,3,1,0.2125
2022-07-17,East,Rylee Sasa,313.84,32.83,281.01,22,3,0.1046
2022-07-17,South,Sam Abioye,140.81,39.43,101.38,1,1,0.28
2022-07-17,West,Sasha Ellington,2421.63,23.97,2397.67,20,7,0.0099
2022-07-18,South,Sam Abioye,1110.5,363.43,747.08,24,6,0.3273
2022-07-18,West,Sasha Ellington,425.95,137.09,288.87,5,2,0.3218
2022-07-19,East,Rylee Sasa,89.95,43.18,46.77,5,1,0.48
2022-07-20,East,Rylee Sasa,197.87,4.86,193.02,13,5,0.0246
2022-07-20,South,Sam Abioye,370.18,2.04,368.15,8,2,0.0055
2022-07-20,West,Sasha Ellington,423.05,198.86,224.19,6,2,0.4701
2022-07-21,Central,Neelam Nilam,1137.4,197.56,939.84,16,4,0.1737
2022-07-21,East,Rylee Sasa,138.15,51.05,87.1,20,6,0.3695
2022-07-21,West,Sasha Ellington,92.5,28.02,64.48,7,2,0.3029
2022-07-22,Central,Neelam Nilam,330.2,2.88,327.29,26,7,0.0087
2022-07-22,South,Sam Abioye,324.4,-102.34,426.72,5,3,-0.3155
2022-07-23,East,Rylee Sasa,253.76,31.02,222.75,2,1,0.1222
2022-07-23,South,Sam Abioye,73.2,21.23,51.97,5,1,0.29
2022-07-24,Central,Neelam Nilam,977.83,278.69,699.15,28,7,0.285
2022-07-24,East,Rylee Sasa,1683.86,219.44,1464.42,9,2,0.1303
2022-07-24,South,Sam Abioye,2513.91,426.03,2087.89,15,4,0.1695
2022-07-24,West,Sasha Ellington,744.9,185.09,559.81,38,6,0.2485
2022-07-27,Central,Neelam Nilam,457.78,-325.22,783.0,19,4,-0.7104
2022-07-27,East,Rylee Sasa,1556.69,-990.55,2547.24,14,3,-0.6363
2022-07-27,West,Sasha Ellington,18.9,8.69,10.21,3,1,0.4598
2022-07-28,East,Rylee Sasa,84.78,-16.96,101.74,2,1,-0.2
2022-07-28,South,Sam Abioye,734.37,4.86,729.51,11,3,0.0066
2022-07-29,Central,Neelam Nilam,1055.13,41.05,1014.08,9,3,0.0389
2022-07-29,West,Sasha Ellington,715.64,178.91,536.73,2,1,0.25
2022-07-30,Central,Neelam Nilam,1311.03,301.05,1009.98,12,4,0.2296
2022-07-30,West,Sasha Ellington,863.13,-32.37,895.5,7,1,-0.0375
2022-07-31,Central,Neelam Nilam,19.65,6.63,13.02,2,1,0.3374
2022-07-31,East,Rylee Sasa,19.31,3.14,16.17,2,1,0.1626
2022-07-31,West,Sasha Ellington,1085.69,104.77,980.92,4,2,0.0965
2022-08-01,West,Sasha Ellington,482.58,53.41,429.17,7,3,0.1107
2022-08-02,Central,Neelam Nilam,248.82,61.74,187.08,15,2,0.2481
2022-08-03,Central,Neelam Nilam,3.98,-6.57,10.55,5,1,-1.6508
2022-08-03,South,Sam Abioye,158.81,63.35,95.46,14,4,0.3989
2022-08-03,West,Sasha Ellington,335.11,41.29,293.84,8,3,0.1232
2022-08-04,South,Sam Abioye,197.05,59.12,137.94,7,1,0.3
2022-08-05,East,Rylee Sasa,109.22,49.03,60.19,11,2,0.4489
2022-08-05,West,Sasha Ellington,211.17,18.48,192.69,4,1,0.0875
2022-08-06,West,Sasha Ellington,179.97,86.39,93.58,3,1,0.48
2022-08-07,Central,Neelam Nilam,75.68,25.91,49.77,9,3,0.3424
2022-08-07,South,Sam Abioye,23.34,0.23,23.11,3,1,0.0099
2022-08-07,West,Sasha Ellington,1016.18,154.78,861.41,13,3,0.1523
2022-08-08,South,Sam Abioye,661.36,67.22,594.13,23,5,0.1016
2022-08-10,Central,Neelam Nilam,151.82,70.49,81.33,14,3,0.4643
2022-08-11,Central,Neelam Nilam,1406.42,55.61,1350.82,8,2,0.0395
2022-08-11,East,Rylee Sasa,1983.24,214.85,1768.39,14,4,0.1083
2022-08-11,South,Sam Abioye,562.29,-255.59,817.88,7,1,-0.4546
2022-08-12,Central,Neelam Nilam,494.78,-159.59,654.37,8,4,-0.3225
2022-08-12,South,Sam Abioye,236.74,77.28,159.46,26,6,0.3264
2022-08-13,East,Rylee Sasa,787.05,-56.76,843.81,9,3,-0.0721
2022-08-13,South,Sam Abioye,15.55,5.44,10.11,3,1,0.3498
2022-08-13,West,Sasha Ellington,121.09,43.23,77.86,9,2,0.357
2022-08-14,South,Sam Abioye,930.84,93.08,837.76,9,2,0.1
2022-08-14,West,Sasha Ellington,749.43,82.18,667.25,23,8,0.1097
2022-08-15,West,Sasha Ellington,204.54,32.75,171.79,10,3,0.1601
2022-08-16,West,Sasha Ellington,15.71,5.7,10.02,4,1,0.3628
2022-08-17,Central,Neelam Nilam,100.8,21.02,79.78,16,4,0.2085
2022-08-17,East,Rylee Sasa,395.31,111.09,284.22,10,2,0.281
2022-08-18,East,Rylee Sasa,448.79,154.14,294.65,13,3,0.3435
2022-08-19,Central,Neelam Nilam,14.78,3.99,10.79,2,1,0.27
2022-08-20,East,Rylee Sasa,1388.46,-276.02,1664.49,16,2,-0.1988
2022-08-20,South,Sam Abioye,37.27,6.85,30.42,6,2,0.1838
2022-08-20,West,Sasha Ellington,3372.56,287.59,3084.97,42,8,0.0853
2022-08-21,Central,Neelam Nilam,4.31,-6.9,11.21,2,1,-1.6009
2022-08-21,East,Rylee Sasa,251.16,51.19,199.98,6,3,0.2038
2022-08-21,West,Sasha Ellington,149.88,2.38,147.5,16,4,0.0159
2022-08-22,Central,Neelam Nilam,1496.05,-181.88,1677.93,28,7,-0.1216
2022-08-22,East,Rylee Sasa,1091.44,297.67,793.77,16,3,0.2727
2022-08-22,West,Sasha Ellington,1599.86,115.1,1484.77,29,6,0.0719
2022-08-25,Central,Neelam Nilam,2390.65,358.26,2032.39,26,8,0.1499
2022-08-25,East,Rylee Sasa,483.09,156.41,326.69,24,5,0.3238
2022-08-25,South,Sam Abioye,217.55,52.28,165.27,4,2,0.2403
2022-08-25,West,Sasha Ellington,1783.01,181.73,1601.29,15,5,0.1019
2022-08-26,Central,Neelam Nilam,208.92,27.12,181.81,17,6,0.1298
2022-08-26,East,Rylee Sasa,549.78,165.89,383.89,25,6,0.3017
2022-08-26,South,Sam Abioye,9.22,3.34,5.88,4,1,0.3623
2022-08-27,Central,Neelam Nilam,179.53,-91.11,270.64,15,3,-0.5075
2022-08-27,East,Rylee Sasa,18.43,-12.29,30.72,8,1,-0.6668
2022-08-27,West,Sasha Ellington,124.06,13.75,110.3,6,2,0.1108
2022-08-28,Central,Neelam Nilam,162.39,8.78,153.61,13,3,0.0541
2022-08-28,East,Rylee Sasa,469.8,-129.96,599.76,24,6,-0.2766
2022-08-29,East,Rylee Sasa,1269.86,-316.85,1586.73,25,5,-0.2495
2022-08-29,West,Sasha Ellington,387.0,58.48,328.52,9,2,0.1511
2022-08-30,Central,Neelam Nilam,23.97,2.4,21.57,2,1,0.1001
2022-08-31,Central,Neelam Nilam,477.5,114.65,362.85,21,6,0.2401
2022-08-31,East,Rylee Sasa,5254.0,1765.4,3488.6,41,12,0.336
2022-08-31,West,Sasha Ellington,34.66,16.69,17.97,3,2,0.4815
2022-09-01,Central,Neelam Nilam,1689.82,-68.69,1758.52,28,8,-0.0406
2022-09-01,East,Rylee Sasa,115.46,29.62,85.85,4,2,0.2565
2022-09-01,South,Sam Abioye,1854.25,162.18,1692.05,31,6,0.0875
2022-09-01,West,Sasha Ellington,3132.68,627.0,2505.68,38,10,0.2001
2022-09-02,Central,Neelam Nilam,346.0,-91.05,437.05,15,4,-0.2632
2022-09-02,East,Rylee Sasa,1932.31,-705.73,2638.04,36,8,-0.3652
2022-09-02,South,Sam Abioye,87.28,41.02,46.26,8,1,0.47
2022-09-03,Central,Neelam Nilam,898.21,243.64,654.58,14,5,0.2713
2022-09-03,East,Rylee Sasa,147.26,51.98,95.28,10,3,0.353
2022-09-03,South,Sam Abioye,662.34,215.15,447.19,28,8,0.3248
2022-09-03,West,Sasha Ellington,2824.23,953.73,1870.5,8,2,0.3377
2022-09-04,Central,Neelam Nilam,1635.84,42.51,1593.36,69,17,0.026
2022-09-04,East,Rylee Sasa,1455.82,21.82,1433.97,42,11,0.015
2022-09-04,South,Sam Abioye,1906.58,280.37,1626.22,20,6,0.1471
2022-09-04,West,Sasha Ellington,228.12,80.85,147.27,14,4,0.3544
2022-09-05,Central,Neelam Nilam,460.16,75.68,384.5,13,4,0.1645
2022-09-05,East,Rylee Sasa,754.21,101.44,652.77,5,2,0.1345
2022-09-05,South,Sam Abioye,99.15,27.53,71.63,5,2,0.2777
2022-09-07,Central,Neelam Nilam,3366.88,-626.22,3993.11,25,8,-0.186
2022-09-07,East,Rylee Sasa,396.18,83.1,313.08,8,3,0.2098
2022-09-07,South,Sam Abioye,99.87,31.81,68.07,7,2,0.3185
2022-09-07,West,Sasha Ellington,631.06,135.71,495.37,27,8,0.2151
2022-09-08,Central,Neelam Nilam,15.01,-12.01,27.01,4,1,-0.8001
2022-09-08,East,Rylee Sasa,14.62,5.48,9.14,2,1,0.3748
2022-09-08,West,Sasha Ellington,55.36,18.68,36.68,4,1,0.3374
2022-09-09,Central,Neelam Nilam,1020.89,19.61,1001.28,10,2,0.0192
2022-09-09,East,Rylee Sasa,66.17,12.0,54.17,3,2,0.1814
2022-09-09,South,Sam Abioye,587.24,66.91,520.34,10,2,0.1139
2022-09-09,West,Sasha Ellington,420.02,151.92,268.11,12,5,0.3617
2022-09-10,Central,Neelam Nilam,332.23,95.39,236.83,12,4,0.2871
2022-09-10,East,Rylee Sasa,797.35,-169.49,966.83,19,4,-0.2126
2022-09-10,South,Sam Abioye,1611.01,757.39,853.62,9,2,0.4701
2022-09-10,West,Sasha Ellington,3761.01,670.36,3090.65,27,7,0.1782
2022-09-11,Central,Neelam Nilam,68.52,31.52,37.0,3,1,0.46
2022-09-11,East,Rylee Sasa,40.48,14.57,25.91,2,1,0.3599
2022-09-11,South,Sam Abioye,1159.06,314.7,844.36,15,4,0.2715
2022-09-11,West,Sasha Ellington,775.73,92.01,683.72,27,9,0.1186
2022-09-12,Central,Neelam Nilam,2374.73,696.3,1678.43,46,10,0.2932
2022-09-13,East,Rylee Sasa,1111.42,383.95,727.48,5,2,0.3455
2022-09-13,South,Sam Abioye,25.92,12.44,13.48,4,1,0.4799
2022-09-14,East,Rylee Sasa,846.91,296.42,550.49,3,2,0.35
2022-09-14,West,Sasha Ellington,1254.27,305.5,948.78,24,5,0.2436
2022-09-15,South,Sam Abioye,121.78,30.45,91.34,2,1,0.25
2022-09-15,West,Sasha Ellington,304.11,-1.99,306.09,8,3,-0.0065
2022-09-16,Central,Neelam Nilam,33.4,12.36,21.04,5,1,0.3701
2022-09-16,East,Rylee Sasa,1281.77,248.57,1033.22,21,6,0.1939
2022-09-16,South,Sam Abioye,396.0,190.08,205.92,4,1,0.48
2022-09-16,West,Sasha Ellington,331.95,41.82,290.15,14,6,0.126
2022-09-17,East,Rylee Sasa,804.51,163.12,641.41,12,6,0.2028
2022-09-17,South,Sam Abioye,1650.58,41.0,1609.58,12,5,0.0248
2022-09-17,West,Sasha Ellington,2295.99,155.25,2140.75,22,4,0.0676
2022-09-18,Central,Neelam Nilam,703.68,-53.56,757.24,4,2,-0.0761
2022-09-18,East,Rylee Sasa,2693.64,799.6,1894.04,33,8,0.2968
2022-09-18,South,Sam Abioye,254.99,107.63,147.36,7,2,0.4221
2022-09-18,West,Sasha Ellington,187.0,82.71,104.28,15,4,0.4423
2022-09-19,Central,Neelam Nilam,83.7,41.01,42.69,5,1,0.49
2022-09-19,East,Rylee Sasa,393.25,129.77,263.48,5,1,0.33
2022-09-19,South,Sam Abioye,115.48,-10.0,125.48,3,2,-0.0866
2022-09-19,West,Sasha Ellington,639.57,216.59,422.98,21,6,0.3386
2022-09-21,Central,Neelam Nilam,188.38,67.87,120.51,17,4,0.3603
2022-09-21,East,Rylee Sasa,216.7,63.47,153.24,16,4,0.2929
2022-09-21,South,Sam Abioye,142.07,16.35,125.71,24,5,0.1151
2022-09-21,West,Sasha Ellington,68.43,8.55,59.88,7,1,0.1249
2022-09-22,East,Rylee Sasa,600.29,-20.68,620.97,29,6,-0.0345
2022-09-22,South,Sam Abioye,487.22,115.46,371.76,8,2,0.237
2022-09-22,West,Sasha Ellington,234.63,-2.02,236.66,14,5,-0.0086
2022-09-23,Central,Neelam Nilam,583.18,-702.12,1285.31,12,4,-1.204
2022-09-23,East,Rylee Sasa,155.37,-13.32,168.69,2,1,-0.0857
2022-09-23,West,Sasha Ellington,1547.5,158.47,1389.03,33,7,0.1024
2022-09-24,Central,Neelam Nilam,789.53,248.84,540.69,23,5,0.3152
2022-09-24,East,Rylee Sasa,642.02,-69.83,711.86,6,3,-0.1088
2022-09-24,West,Sasha Ellington,2011.57,156.53,1854.99,44,11,0.0778
2022-09-25,Central,Neelam Nilam,1336.92,-512.53,1849.43,17,7,-0.3834
2022-09-25,South,Sam Abioye,431.98,-75.6,507.57,3,1,-0.175
2022-09-25,West,Sasha Ellington,929.28,172.6,756.69,38,9,0.1857
2022-09-26,Central,Neelam Nilam,956.66,-225.1,1181.76,7,1,-0.2353
2022-09-26,East,Rylee Sasa,2.91,-2.03,4.94,3,1,-0.6976
2022-09-26,South,Sam Abioye,31.83,13.37,18.46,6,2,0.42
2022-09-26,West,Sasha Ellington,1001.58,125.2,876.39,2,1,0.125
2022-09-27,Central,Neelam Nilam,99.14,30.98,68.16,4,1,0.3125
2022-09-28,Central,Neelam Nilam,40.88,10.63,30.25,7,1,0.26
2022-09-28,East,Rylee Sasa,15.94,5.18,10.76,4,1,0.325
